"","Cell","PredictedID"
"93_123","93_123","CAFs"
"94_123","94_123","CAFs"
"95_123","95_123","Endothelial"
"96_123","96_123","CAFs"
"97_123","97_123","Myofib"
"98_123","98_123","CAFs"
"99_123","99_123","Myofib"
"100_123","100_123","B cells"
"101_123","101_123","CAFs"
"102_123","102_123","plasma cells"
"103_123","103_123","plasma cells"
"104_123","104_123","Endothelial"
"105_123","105_123","CAFs"
"106_123","106_123","Myofib"
"107_123","107_123","Myofib"
"108_123","108_123","Myofib"
"109_123","109_123","CAFs"
"110_123","110_123","plasma cells"
"111_123","111_123","CAFs"
"112_123","112_123","T cells"
"113_123","113_123","T cells"
"114_123","114_123","CAFs"
"115_123","115_123","Endothelial"
"116_123","116_123","Myofib"
"117_123","117_123","CAFs"
"118_123","118_123","Myofib"
"119_123","119_123","plasma cells"
"120_123","120_123","Endothelial"
"121_123","121_123","Myofib"
"122_123","122_123","T cells"
"123_123","123_123","Endothelial"
"124_123","124_123","Myofib"
"125_123","125_123","Endothelial"
"126_123","126_123","CAFs"
"127_123","127_123","plasma cells"
"128_123","128_123","CAFs"
"129_123","129_123","CAFs"
"130_123","130_123","CAFs"
"131_123","131_123","Myofib"
"132_123","132_123","CAFs"
"133_123","133_123","Myofib"
"134_123","134_123","Endothelial"
"135_123","135_123","Endothelial"
"136_123","136_123","Endothelial"
"137_123","137_123","Endothelial"
"138_123","138_123","Endothelial"
"139_123","139_123","CAFs"
"140_123","140_123","Myofib"
"141_123","141_123","Myofib"
"142_123","142_123","Endothelial"
"143_123","143_123","Endothelial"
"144_123","144_123","plasma cells"
"145_123","145_123","plasma cells"
"146_123","146_123","CAFs"
"147_123","147_123","CAFs"
"148_123","148_123","CAFs"
"149_123","149_123","CAFs"
"150_123","150_123","CAFs"
"151_123","151_123","plasma cells"
"152_123","152_123","CAFs"
"153_123","153_123","CAFs"
"154_123","154_123","CAFs"
"155_123","155_123","CAFs"
"156_123","156_123","CAFs"
"157_123","157_123","CAFs"
"158_123","158_123","plasma cells"
"159_123","159_123","CAFs"
"160_123","160_123","CAFs"
"161_123","161_123","CAFs"
"162_123","162_123","CAFs"
"163_123","163_123","plasma cells"
"164_123","164_123","T cells"
"165_123","165_123","CAFs"
"166_123","166_123","CAFs"
"167_123","167_123","plasma cells"
"168_123","168_123","CAFs"
"169_123","169_123","T cells"
"170_123","170_123","CAFs"
"171_123","171_123","Endothelial"
"172_123","172_123","T cells"
"173_123","173_123","CAFs"
"174_123","174_123","CAFs"
"175_123","175_123","plasma cells"
"176_123","176_123","Myofib"
"177_123","177_123","CAFs"
"178_123","178_123","Endothelial"
"179_123","179_123","plasma cells"
"180_123","180_123","CAFs"
"181_123","181_123","CAFs"
"182_123","182_123","Myofib"
"183_123","183_123","CAFs"
"184_123","184_123","CAFs"
"185_123","185_123","Myofib"
"186_123","186_123","Myofib"
"187_123","187_123","plasma cells"
"188_123","188_123","TAMs"
"189_123","189_123","CAFs"
"190_123","190_123","Myofib"
"191_123","191_123","T cells"
"192_123","192_123","CAFs"
"193_123","193_123","Myofib"
"194_123","194_123","Myofib"
"195_123","195_123","CAFs"
"196_123","196_123","Endothelial"
"197_123","197_123","Myofib"
"198_123","198_123","Endothelial"
"199_123","199_123","T cells"
"200_123","200_123","CAFs"
"201_123","201_123","CAFs"
"202_123","202_123","Epithelial"
"203_123","203_123","CAFs"
"204_123","204_123","Myofib"
"205_123","205_123","TAMs"
"206_123","206_123","Myofib"
"207_123","207_123","CAFs"
"208_123","208_123","CAFs"
"209_123","209_123","CAFs"
"210_123","210_123","CAFs"
"211_123","211_123","CAFs"
"212_123","212_123","T cells"
"213_123","213_123","T cells"
"214_123","214_123","CAFs"
"215_123","215_123","CAFs"
"216_123","216_123","Myofib"
"217_123","217_123","plasma cells"
"218_123","218_123","Endothelial"
"219_123","219_123","plasma cells"
"220_123","220_123","Endothelial"
"221_123","221_123","plasma cells"
"222_123","222_123","CAFs"
"223_123","223_123","Epithelial"
"224_123","224_123","CAFs"
"225_123","225_123","Endothelial"
"226_123","226_123","CAFs"
"227_123","227_123","TAMs"
"228_123","228_123","CAFs"
"229_123","229_123","CAFs"
"230_123","230_123","CAFs"
"231_123","231_123","Endothelial"
"232_123","232_123","Myofib"
"233_123","233_123","CAFs"
"234_123","234_123","Myofib"
"235_123","235_123","Endothelial"
"236_123","236_123","Endothelial"
"237_123","237_123","TAMs"
"238_123","238_123","Endothelial"
"239_123","239_123","CAFs"
"240_123","240_123","TAMs"
"241_123","241_123","CAFs"
"242_123","242_123","Epithelial"
"243_123","243_123","T cells"
"244_123","244_123","CAFs"
"245_123","245_123","Myofib"
"246_123","246_123","Endothelial"
"247_123","247_123","CAFs"
"248_123","248_123","CAFs"
"249_123","249_123","CAFs"
"250_123","250_123","CAFs"
"251_123","251_123","plasma cells"
"252_123","252_123","Myofib"
"253_123","253_123","CAFs"
"254_123","254_123","CAFs"
"255_123","255_123","CAFs"
"256_123","256_123","CAFs"
"257_123","257_123","Myofib"
"258_123","258_123","CAFs"
"259_123","259_123","CAFs"
"260_123","260_123","Epithelial"
"261_123","261_123","CAFs"
"262_123","262_123","CAFs"
"263_123","263_123","CAFs"
"264_123","264_123","CAFs"
"265_123","265_123","Endothelial"
"266_123","266_123","CAFs"
"267_123","267_123","CAFs"
"268_123","268_123","Myofib"
"269_123","269_123","CAFs"
"270_123","270_123","CAFs"
"271_123","271_123","Myofib"
"272_123","272_123","CAFs"
"273_123","273_123","CAFs"
"274_123","274_123","CAFs"
"275_123","275_123","T cells"
"276_123","276_123","T cells"
"277_123","277_123","CAFs"
"278_123","278_123","Epithelial"
"279_123","279_123","CAFs"
"280_123","280_123","plasma cells"
"281_123","281_123","Epithelial"
"282_123","282_123","Myofib"
"283_123","283_123","CAFs"
"284_123","284_123","Epithelial"
"285_123","285_123","Epithelial"
"286_123","286_123","CAFs"
"287_123","287_123","Epithelial"
"288_123","288_123","TAMs"
"289_123","289_123","CAFs"
"290_123","290_123","T cells"
"291_123","291_123","T cells"
"292_123","292_123","CAFs"
"293_123","293_123","CAFs"
"294_123","294_123","Epithelial"
"295_123","295_123","Epithelial"
"296_123","296_123","plasma cells"
"297_123","297_123","CAFs"
"298_123","298_123","Epithelial"
"299_123","299_123","Epithelial"
"300_123","300_123","Epithelial"
"301_123","301_123","T cells"
"302_123","302_123","T cells"
"303_123","303_123","Epithelial"
"304_123","304_123","CAFs"
"305_123","305_123","Myofib"
"306_123","306_123","B cells"
"307_123","307_123","Endothelial"
"308_123","308_123","Epithelial"
"309_123","309_123","Myofib"
"310_123","310_123","Epithelial"
"311_123","311_123","Epithelial"
"312_123","312_123","Epithelial"
"313_123","313_123","Epithelial"
"314_123","314_123","CAFs"
"315_123","315_123","Epithelial"
"316_123","316_123","CAFs"
"317_123","317_123","Epithelial"
"318_123","318_123","Epithelial"
"319_123","319_123","CAFs"
"320_123","320_123","Epithelial"
"321_123","321_123","Epithelial"
"322_123","322_123","Epithelial"
"323_123","323_123","Epithelial"
"324_123","324_123","Epithelial"
"325_123","325_123","Epithelial"
"326_123","326_123","CAFs"
"327_123","327_123","Epithelial"
"328_123","328_123","CAFs"
"329_123","329_123","Epithelial"
"330_123","330_123","Epithelial"
"331_123","331_123","TAMs"
"332_123","332_123","CAFs"
"333_123","333_123","Epithelial"
"334_123","334_123","Epithelial"
"335_123","335_123","Epithelial"
"336_123","336_123","Myofib"
"337_123","337_123","Epithelial"
"338_123","338_123","Epithelial"
"339_123","339_123","Epithelial"
"340_123","340_123","Epithelial"
"341_123","341_123","Epithelial"
"342_123","342_123","Epithelial"
"343_123","343_123","T cells"
"344_123","344_123","CAFs"
"345_123","345_123","CAFs"
"346_123","346_123","Epithelial"
"347_123","347_123","Epithelial"
"348_123","348_123","Epithelial"
"349_123","349_123","CAFs"
"350_123","350_123","Epithelial"
"351_123","351_123","Epithelial"
"352_123","352_123","Epithelial"
"353_123","353_123","Myofib"
"354_123","354_123","Epithelial"
"355_123","355_123","CAFs"
"356_123","356_123","Epithelial"
"357_123","357_123","Epithelial"
"358_123","358_123","Epithelial"
"359_123","359_123","Epithelial"
"360_123","360_123","Epithelial"
"361_123","361_123","Epithelial"
"362_123","362_123","Epithelial"
"363_123","363_123","Epithelial"
"364_123","364_123","Epithelial"
"365_123","365_123","Epithelial"
"366_123","366_123","Epithelial"
"367_123","367_123","Epithelial"
"368_123","368_123","TAMs"
"369_123","369_123","CAFs"
"370_123","370_123","CAFs"
"371_123","371_123","CAFs"
"372_123","372_123","Epithelial"
"373_123","373_123","Epithelial"
"374_123","374_123","Epithelial"
"375_123","375_123","Epithelial"
"376_123","376_123","Epithelial"
"377_123","377_123","Epithelial"
"378_123","378_123","Epithelial"
"379_123","379_123","Epithelial"
"380_123","380_123","Endothelial"
"381_123","381_123","Epithelial"
"382_123","382_123","CAFs"
"383_123","383_123","Epithelial"
"384_123","384_123","Epithelial"
"385_123","385_123","Epithelial"
"386_123","386_123","CAFs"
"387_123","387_123","Epithelial"
"388_123","388_123","Epithelial"
"389_123","389_123","Epithelial"
"390_123","390_123","CAFs"
"391_123","391_123","Epithelial"
"392_123","392_123","Epithelial"
"393_123","393_123","Epithelial"
"394_123","394_123","Epithelial"
"395_123","395_123","Epithelial"
"396_123","396_123","Epithelial"
"397_123","397_123","Epithelial"
"398_123","398_123","Epithelial"
"399_123","399_123","Epithelial"
"400_123","400_123","Epithelial"
"401_123","401_123","Epithelial"
"402_123","402_123","Epithelial"
"403_123","403_123","Epithelial"
"404_123","404_123","Epithelial"
"405_123","405_123","T cells"
"406_123","406_123","CAFs"
"407_123","407_123","T cells"
"408_123","408_123","CAFs"
"409_123","409_123","Epithelial"
"410_123","410_123","Epithelial"
"411_123","411_123","Epithelial"
"412_123","412_123","Epithelial"
"413_123","413_123","Epithelial"
"414_123","414_123","Endothelial"
"415_123","415_123","Epithelial"
"416_123","416_123","Epithelial"
"417_123","417_123","Epithelial"
"418_123","418_123","Epithelial"
"419_123","419_123","Epithelial"
"420_123","420_123","Epithelial"
"421_123","421_123","Epithelial"
"422_123","422_123","Epithelial"
"423_123","423_123","Epithelial"
"424_123","424_123","Epithelial"
"425_123","425_123","Epithelial"
"426_123","426_123","Epithelial"
"427_123","427_123","Epithelial"
"428_123","428_123","CAFs"
"429_123","429_123","Epithelial"
"430_123","430_123","Epithelial"
"431_123","431_123","Epithelial"
"432_123","432_123","Epithelial"
"433_123","433_123","Epithelial"
"434_123","434_123","Epithelial"
"435_123","435_123","Epithelial"
"436_123","436_123","Myofib"
"437_123","437_123","Epithelial"
"438_123","438_123","Epithelial"
"439_123","439_123","Epithelial"
"440_123","440_123","Epithelial"
"441_123","441_123","Epithelial"
"442_123","442_123","Epithelial"
"443_123","443_123","CAFs"
"444_123","444_123","CAFs"
"445_123","445_123","Epithelial"
"446_123","446_123","Epithelial"
"447_123","447_123","Epithelial"
"448_123","448_123","Epithelial"
"449_123","449_123","Epithelial"
"450_123","450_123","Epithelial"
"451_123","451_123","CAFs"
"452_123","452_123","Epithelial"
"453_123","453_123","Epithelial"
"454_123","454_123","Epithelial"
"455_123","455_123","CAFs"
"456_123","456_123","CAFs"
"457_123","457_123","CAFs"
"458_123","458_123","Epithelial"
"459_123","459_123","Epithelial"
"460_123","460_123","Epithelial"
"461_123","461_123","T cells"
"462_123","462_123","Epithelial"
"463_123","463_123","CAFs"
"464_123","464_123","Epithelial"
"465_123","465_123","Epithelial"
"466_123","466_123","Epithelial"
"467_123","467_123","CAFs"
"468_123","468_123","Epithelial"
"469_123","469_123","Epithelial"
"470_123","470_123","Epithelial"
"471_123","471_123","Epithelial"
"472_123","472_123","Epithelial"
"473_123","473_123","Epithelial"
"474_123","474_123","Epithelial"
"475_123","475_123","Epithelial"
"476_123","476_123","Epithelial"
"477_123","477_123","Epithelial"
"478_123","478_123","Epithelial"
"479_123","479_123","Epithelial"
"480_123","480_123","Epithelial"
"481_123","481_123","Epithelial"
"482_123","482_123","Epithelial"
"483_123","483_123","CAFs"
"484_123","484_123","Epithelial"
"485_123","485_123","Epithelial"
"486_123","486_123","CAFs"
"487_123","487_123","Epithelial"
"488_123","488_123","Epithelial"
"489_123","489_123","Epithelial"
"490_123","490_123","Endothelial"
"491_123","491_123","CAFs"
"492_123","492_123","Epithelial"
"493_123","493_123","Epithelial"
"494_123","494_123","Myofib"
"495_123","495_123","Epithelial"
"496_123","496_123","Epithelial"
"497_123","497_123","Epithelial"
"498_123","498_123","Epithelial"
"499_123","499_123","Myofib"
"500_123","500_123","Epithelial"
"501_123","501_123","Epithelial"
"502_123","502_123","Epithelial"
"503_123","503_123","Epithelial"
"504_123","504_123","Epithelial"
"505_123","505_123","CAFs"
"506_123","506_123","Epithelial"
"507_123","507_123","CAFs"
"508_123","508_123","Epithelial"
"509_123","509_123","Epithelial"
"510_123","510_123","Epithelial"
"511_123","511_123","Epithelial"
"512_123","512_123","Myofib"
"513_123","513_123","Epithelial"
"514_123","514_123","Epithelial"
"515_123","515_123","Epithelial"
"516_123","516_123","CAFs"
"517_123","517_123","Epithelial"
"518_123","518_123","Epithelial"
"519_123","519_123","Epithelial"
"520_123","520_123","plasma cells"
"521_123","521_123","Epithelial"
"522_123","522_123","Epithelial"
"523_123","523_123","Epithelial"
"524_123","524_123","Epithelial"
"525_123","525_123","Epithelial"
"526_123","526_123","Epithelial"
"527_123","527_123","Epithelial"
"528_123","528_123","CAFs"
"529_123","529_123","Epithelial"
"530_123","530_123","CAFs"
"531_123","531_123","Epithelial"
"532_123","532_123","Epithelial"
"533_123","533_123","Epithelial"
"534_123","534_123","Epithelial"
"535_123","535_123","Epithelial"
"536_123","536_123","Epithelial"
"537_123","537_123","Epithelial"
"538_123","538_123","Epithelial"
"539_123","539_123","TAMs"
"540_123","540_123","Myofib"
"541_123","541_123","Epithelial"
"542_123","542_123","Epithelial"
"543_123","543_123","Epithelial"
"544_123","544_123","CAFs"
"545_123","545_123","Epithelial"
"546_123","546_123","Epithelial"
"547_123","547_123","Epithelial"
"548_123","548_123","Epithelial"
"549_123","549_123","Epithelial"
"550_123","550_123","Epithelial"
"551_123","551_123","Epithelial"
"552_123","552_123","Epithelial"
"553_123","553_123","Epithelial"
"554_123","554_123","Epithelial"
"555_123","555_123","Epithelial"
"556_123","556_123","Epithelial"
"557_123","557_123","Epithelial"
"558_123","558_123","Epithelial"
"559_123","559_123","Epithelial"
"560_123","560_123","Epithelial"
"561_123","561_123","Epithelial"
"562_123","562_123","Epithelial"
"563_123","563_123","Epithelial"
"564_123","564_123","Epithelial"
"565_123","565_123","Epithelial"
"566_123","566_123","Epithelial"
"567_123","567_123","Epithelial"
"568_123","568_123","Epithelial"
"569_123","569_123","Epithelial"
"570_123","570_123","Epithelial"
"571_123","571_123","Epithelial"
"572_123","572_123","Epithelial"
"573_123","573_123","Epithelial"
"574_123","574_123","Epithelial"
"575_123","575_123","Epithelial"
"576_123","576_123","Epithelial"
"577_123","577_123","Epithelial"
"578_123","578_123","Epithelial"
"579_123","579_123","Epithelial"
"580_123","580_123","Epithelial"
"581_123","581_123","Epithelial"
"582_123","582_123","Epithelial"
"583_123","583_123","Epithelial"
"584_123","584_123","Epithelial"
"585_123","585_123","Epithelial"
"586_123","586_123","Epithelial"
"587_123","587_123","Epithelial"
"588_123","588_123","Epithelial"
"589_123","589_123","Epithelial"
"590_123","590_123","Epithelial"
"591_123","591_123","Epithelial"
"592_123","592_123","Epithelial"
"593_123","593_123","Epithelial"
"594_123","594_123","Epithelial"
"595_123","595_123","Epithelial"
"596_123","596_123","Epithelial"
"597_123","597_123","Epithelial"
"598_123","598_123","Epithelial"
"599_123","599_123","Epithelial"
"600_123","600_123","Epithelial"
"601_123","601_123","Epithelial"
"602_123","602_123","Epithelial"
"603_123","603_123","Epithelial"
"604_123","604_123","Epithelial"
"605_123","605_123","Epithelial"
"606_123","606_123","CAFs"
"607_123","607_123","Epithelial"
"608_123","608_123","Epithelial"
"609_123","609_123","Epithelial"
"610_123","610_123","Epithelial"
"611_123","611_123","Epithelial"
"612_123","612_123","Epithelial"
"613_123","613_123","Epithelial"
"614_123","614_123","Epithelial"
"615_123","615_123","Epithelial"
"616_123","616_123","Epithelial"
"617_123","617_123","Epithelial"
"618_123","618_123","Epithelial"
"619_123","619_123","Epithelial"
"620_123","620_123","Epithelial"
"621_123","621_123","Epithelial"
"622_123","622_123","Epithelial"
"623_123","623_123","Epithelial"
"624_123","624_123","Epithelial"
"625_123","625_123","Epithelial"
"626_123","626_123","Epithelial"
"627_123","627_123","Epithelial"
"628_123","628_123","Epithelial"
"629_123","629_123","CAFs"
"630_123","630_123","Epithelial"
"631_123","631_123","Epithelial"
"632_123","632_123","Epithelial"
"633_123","633_123","Epithelial"
"634_123","634_123","Epithelial"
"635_123","635_123","Epithelial"
"636_123","636_123","Epithelial"
"637_123","637_123","Epithelial"
"638_123","638_123","Myofib"
"639_123","639_123","Epithelial"
"640_123","640_123","Epithelial"
"641_123","641_123","Epithelial"
"642_123","642_123","Epithelial"
"643_123","643_123","Epithelial"
