"","Cell","PredictedID"
"250_122","250_122","Epithelial"
"251_122","251_122","Epithelial"
"252_122","252_122","Epithelial"
"253_122","253_122","Endothelial"
"254_122","254_122","T cells"
"255_122","255_122","Epithelial"
"256_122","256_122","T cells"
"257_122","257_122","T cells"
"258_122","258_122","Epithelial"
"259_122","259_122","Epithelial"
"260_122","260_122","Endothelial"
"261_122","261_122","T cells"
"262_122","262_122","Epithelial"
"263_122","263_122","Epithelial"
"264_122","264_122","CAFs"
"265_122","265_122","CAFs"
"266_122","266_122","Myofib"
"267_122","267_122","Epithelial"
"269_122","269_122","CAFs"
"270_122","270_122","Epithelial"
"271_122","271_122","Epithelial"
"272_122","272_122","Epithelial"
"273_122","273_122","Epithelial"
"274_122","274_122","CAFs"
"275_122","275_122","CAFs"
"276_122","276_122","Epithelial"
"277_122","277_122","Endothelial"
"278_122","278_122","Epithelial"
"279_122","279_122","Epithelial"
"280_122","280_122","CAFs"
"281_122","281_122","Epithelial"
"282_122","282_122","Epithelial"
"283_122","283_122","Epithelial"
"284_122","284_122","Epithelial"
"285_122","285_122","Epithelial"
"286_122","286_122","Epithelial"
"287_122","287_122","CAFs"
"288_122","288_122","CAFs"
"289_122","289_122","Epithelial"
"290_122","290_122","Epithelial"
"291_122","291_122","Epithelial"
"292_122","292_122","CAFs"
"293_122","293_122","Epithelial"
"294_122","294_122","Epithelial"
"295_122","295_122","Epithelial"
"296_122","296_122","Epithelial"
"297_122","297_122","Epithelial"
"298_122","298_122","Epithelial"
"299_122","299_122","Epithelial"
"300_122","300_122","CAFs"
"301_122","301_122","Epithelial"
"302_122","302_122","Epithelial"
"303_122","303_122","Epithelial"
"304_122","304_122","Epithelial"
"305_122","305_122","Epithelial"
"306_122","306_122","T cells"
"307_122","307_122","CAFs"
"308_122","308_122","Epithelial"
"309_122","309_122","Epithelial"
"310_122","310_122","Epithelial"
"311_122","311_122","Epithelial"
"312_122","312_122","Epithelial"
"313_122","313_122","Epithelial"
"314_122","314_122","Epithelial"
"315_122","315_122","Epithelial"
"316_122","316_122","Epithelial"
"317_122","317_122","Endothelial"
"318_122","318_122","Epithelial"
"319_122","319_122","Epithelial"
"320_122","320_122","Epithelial"
"321_122","321_122","Epithelial"
"322_122","322_122","Epithelial"
"323_122","323_122","Epithelial"
"324_122","324_122","Epithelial"
"325_122","325_122","Myofib"
"326_122","326_122","Epithelial"
"327_122","327_122","TAMs"
"328_122","328_122","Epithelial"
"329_122","329_122","Epithelial"
"330_122","330_122","Mast cells"
"331_122","331_122","Epithelial"
"332_122","332_122","Epithelial"
"333_122","333_122","Epithelial"
"334_122","334_122","Epithelial"
"335_122","335_122","CAFs"
"336_122","336_122","Epithelial"
"337_122","337_122","Epithelial"
"338_122","338_122","TAMs"
"339_122","339_122","Epithelial"
"340_122","340_122","Epithelial"
"341_122","341_122","Epithelial"
"342_122","342_122","TAMs"
"343_122","343_122","Epithelial"
"344_122","344_122","Epithelial"
"345_122","345_122","TAMs"
"346_122","346_122","Epithelial"
"347_122","347_122","Epithelial"
"348_122","348_122","Epithelial"
"349_122","349_122","Epithelial"
"350_122","350_122","Epithelial"
"351_122","351_122","Epithelial"
"352_122","352_122","Epithelial"
"353_122","353_122","Epithelial"
"354_122","354_122","Epithelial"
"355_122","355_122","TAMs"
"356_122","356_122","Epithelial"
"357_122","357_122","Epithelial"
"358_122","358_122","Epithelial"
"359_122","359_122","TAMs"
"360_122","360_122","Epithelial"
"361_122","361_122","Epithelial"
"362_122","362_122","Epithelial"
"363_122","363_122","Epithelial"
"364_122","364_122","Epithelial"
"365_122","365_122","Epithelial"
"366_122","366_122","Epithelial"
"367_122","367_122","Epithelial"
"368_122","368_122","Epithelial"
"369_122","369_122","Epithelial"
"370_122","370_122","Epithelial"
"371_122","371_122","Epithelial"
"372_122","372_122","Epithelial"
"373_122","373_122","T cells"
"374_122","374_122","Epithelial"
"375_122","375_122","Epithelial"
"376_122","376_122","Epithelial"
"377_122","377_122","Epithelial"
"378_122","378_122","Endothelial"
"379_122","379_122","Epithelial"
"380_122","380_122","Epithelial"
"381_122","381_122","Epithelial"
"382_122","382_122","Epithelial"
"383_122","383_122","Epithelial"
"384_122","384_122","Epithelial"
"385_122","385_122","Epithelial"
"386_122","386_122","Epithelial"
"387_122","387_122","Epithelial"
"388_122","388_122","Epithelial"
"389_122","389_122","Epithelial"
"390_122","390_122","Epithelial"
"391_122","391_122","Epithelial"
"392_122","392_122","Epithelial"
"393_122","393_122","Epithelial"
"394_122","394_122","Epithelial"
"395_122","395_122","Epithelial"
"396_122","396_122","CAFs"
"397_122","397_122","Epithelial"
"398_122","398_122","Epithelial"
"399_122","399_122","Epithelial"
"400_122","400_122","TAMs"
"401_122","401_122","Epithelial"
"402_122","402_122","Epithelial"
"403_122","403_122","Epithelial"
"404_122","404_122","Epithelial"
"405_122","405_122","Epithelial"
"406_122","406_122","Epithelial"
"407_122","407_122","Epithelial"
"408_122","408_122","Epithelial"
"409_122","409_122","Epithelial"
"410_122","410_122","Epithelial"
"411_122","411_122","Epithelial"
"412_122","412_122","Epithelial"
"413_122","413_122","Epithelial"
"414_122","414_122","Epithelial"
"415_122","415_122","Epithelial"
"416_122","416_122","Epithelial"
"417_122","417_122","Epithelial"
"418_122","418_122","Epithelial"
"419_122","419_122","Epithelial"
"420_122","420_122","CAFs"
"421_122","421_122","Epithelial"
"422_122","422_122","Epithelial"
"423_122","423_122","Epithelial"
"424_122","424_122","Epithelial"
"425_122","425_122","CAFs"
"426_122","426_122","Epithelial"
"427_122","427_122","Epithelial"
"428_122","428_122","CAFs"
"429_122","429_122","CAFs"
"430_122","430_122","Epithelial"
"431_122","431_122","Epithelial"
"432_122","432_122","Epithelial"
"433_122","433_122","Epithelial"
"434_122","434_122","Epithelial"
"435_122","435_122","Epithelial"
"436_122","436_122","Epithelial"
"437_122","437_122","Epithelial"
"438_122","438_122","CAFs"
"439_122","439_122","Epithelial"
"440_122","440_122","Epithelial"
"441_122","441_122","Epithelial"
"442_122","442_122","CAFs"
"443_122","443_122","Epithelial"
"444_122","444_122","TAMs"
"445_122","445_122","Epithelial"
"446_122","446_122","CAFs"
"447_122","447_122","Epithelial"
"448_122","448_122","Epithelial"
"449_122","449_122","Epithelial"
"450_122","450_122","Epithelial"
"451_122","451_122","CAFs"
"452_122","452_122","CAFs"
"453_122","453_122","Epithelial"
"454_122","454_122","CAFs"
"455_122","455_122","Epithelial"
"456_122","456_122","Epithelial"
"457_122","457_122","T cells"
"458_122","458_122","Epithelial"
"459_122","459_122","Epithelial"
"460_122","460_122","Epithelial"
"461_122","461_122","Epithelial"
"462_122","462_122","Epithelial"
"463_122","463_122","Epithelial"
"464_122","464_122","CAFs"
"465_122","465_122","CAFs"
"466_122","466_122","Epithelial"
"467_122","467_122","Epithelial"
"468_122","468_122","CAFs"
"469_122","469_122","TAMs"
"470_122","470_122","Epithelial"
"471_122","471_122","Epithelial"
"472_122","472_122","Epithelial"
"473_122","473_122","CAFs"
"474_122","474_122","CAFs"
"475_122","475_122","Epithelial"
"476_122","476_122","Epithelial"
"477_122","477_122","Epithelial"
"478_122","478_122","Epithelial"
"479_122","479_122","TAMs"
"480_122","480_122","Epithelial"
"481_122","481_122","CAFs"
"482_122","482_122","Epithelial"
"483_122","483_122","Epithelial"
"484_122","484_122","T cells"
"485_122","485_122","Epithelial"
"486_122","486_122","Epithelial"
"487_122","487_122","CAFs"
"488_122","488_122","CAFs"
"489_122","489_122","Epithelial"
"490_122","490_122","Epithelial"
"491_122","491_122","Endothelial"
"492_122","492_122","Epithelial"
"493_122","493_122","Epithelial"
"494_122","494_122","CAFs"
"495_122","495_122","Epithelial"
"496_122","496_122","Epithelial"
"497_122","497_122","B cells"
"498_122","498_122","CAFs"
"499_122","499_122","Epithelial"
"500_122","500_122","Myofib"
"501_122","501_122","CAFs"
"502_122","502_122","CAFs"
"503_122","503_122","Epithelial"
"504_122","504_122","CAFs"
"505_122","505_122","CAFs"
"506_122","506_122","TAMs"
"507_122","507_122","Epithelial"
"508_122","508_122","Epithelial"
"509_122","509_122","T cells"
"510_122","510_122","Endothelial"
"511_122","511_122","CAFs"
"512_122","512_122","CAFs"
"513_122","513_122","Epithelial"
"514_122","514_122","Epithelial"
"515_122","515_122","Epithelial"
"516_122","516_122","T cells"
"517_122","517_122","mature DC"
"518_122","518_122","T cells"
"519_122","519_122","Epithelial"
"520_122","520_122","TAMs"
"521_122","521_122","Epithelial"
"522_122","522_122","CAFs"
"523_122","523_122","Epithelial"
"524_122","524_122","CAFs"
"525_122","525_122","T cells"
"526_122","526_122","CAFs"
"527_122","527_122","CAFs"
"528_122","528_122","Epithelial"
"529_122","529_122","Myofib"
"530_122","530_122","CAFs"
"531_122","531_122","CAFs"
"532_122","532_122","CAFs"
"533_122","533_122","CAFs"
"534_122","534_122","Epithelial"
"535_122","535_122","Epithelial"
"536_122","536_122","CAFs"
"537_122","537_122","Epithelial"
"538_122","538_122","Epithelial"
"539_122","539_122","TAMs"
"540_122","540_122","Epithelial"
"541_122","541_122","Epithelial"
"542_122","542_122","CAFs"
"543_122","543_122","Epithelial"
"544_122","544_122","CAFs"
"545_122","545_122","CAFs"
"546_122","546_122","CAFs"
"547_122","547_122","CAFs"
"548_122","548_122","CAFs"
"549_122","549_122","CAFs"
"550_122","550_122","Endothelial"
"551_122","551_122","CAFs"
"552_122","552_122","Epithelial"
"553_122","553_122","CAFs"
"554_122","554_122","CAFs"
"555_122","555_122","Epithelial"
"556_122","556_122","B cells"
"557_122","557_122","CAFs"
"558_122","558_122","Epithelial"
"559_122","559_122","Epithelial"
"560_122","560_122","Myofib"
"561_122","561_122","Epithelial"
"562_122","562_122","Myofib"
"563_122","563_122","Epithelial"
"564_122","564_122","Epithelial"
"565_122","565_122","TAMs"
"566_122","566_122","Epithelial"
"567_122","567_122","CAFs"
"568_122","568_122","Epithelial"
"569_122","569_122","Epithelial"
"570_122","570_122","Epithelial"
"571_122","571_122","Epithelial"
"572_122","572_122","Myofib"
"573_122","573_122","CAFs"
"574_122","574_122","T cells"
"575_122","575_122","Endothelial"
"576_122","576_122","CAFs"
"577_122","577_122","CAFs"
"578_122","578_122","CAFs"
"579_122","579_122","Epithelial"
"580_122","580_122","Epithelial"
"581_122","581_122","Endothelial"
"582_122","582_122","CAFs"
"583_122","583_122","CAFs"
"584_122","584_122","Epithelial"
"585_122","585_122","Epithelial"
"586_122","586_122","CAFs"
"587_122","587_122","Epithelial"
"588_122","588_122","Myofib"
"589_122","589_122","Epithelial"
"590_122","590_122","Epithelial"
"591_122","591_122","Epithelial"
"592_122","592_122","Epithelial"
"593_122","593_122","CAFs"
"594_122","594_122","Epithelial"
"595_122","595_122","Epithelial"
"596_122","596_122","Myofib"
"597_122","597_122","Epithelial"
"598_122","598_122","Epithelial"
"599_122","599_122","Epithelial"
"600_122","600_122","Epithelial"
"601_122","601_122","Epithelial"
"602_122","602_122","Epithelial"
"603_122","603_122","Epithelial"
"604_122","604_122","Epithelial"
"605_122","605_122","CAFs"
"606_122","606_122","Epithelial"
"607_122","607_122","Epithelial"
"608_122","608_122","Epithelial"
"609_122","609_122","Epithelial"
"610_122","610_122","Epithelial"
"611_122","611_122","Epithelial"
"612_122","612_122","T cells"
"613_122","613_122","Epithelial"
"614_122","614_122","Epithelial"
"615_122","615_122","Epithelial"
"616_122","616_122","Epithelial"
"617_122","617_122","Epithelial"
"618_122","618_122","Epithelial"
"619_122","619_122","Epithelial"
"620_122","620_122","Epithelial"
"621_122","621_122","Epithelial"
"622_122","622_122","Epithelial"
"623_122","623_122","Epithelial"
"624_122","624_122","Epithelial"
"625_122","625_122","Epithelial"
"626_122","626_122","CAFs"
"627_122","627_122","Epithelial"
"628_122","628_122","Epithelial"
"629_122","629_122","Epithelial"
"630_122","630_122","Epithelial"
"631_122","631_122","Epithelial"
"632_122","632_122","Epithelial"
"633_122","633_122","Epithelial"
"634_122","634_122","Epithelial"
"635_122","635_122","Epithelial"
"636_122","636_122","Epithelial"
"637_122","637_122","Epithelial"
"638_122","638_122","Epithelial"
"639_122","639_122","Epithelial"
"640_122","640_122","Epithelial"
"641_122","641_122","Epithelial"
"642_122","642_122","Epithelial"
"643_122","643_122","Epithelial"
"644_122","644_122","CAFs"
"645_122","645_122","Epithelial"
"646_122","646_122","Epithelial"
"647_122","647_122","Epithelial"
"648_122","648_122","Epithelial"
"649_122","649_122","Epithelial"
"650_122","650_122","Epithelial"
"651_122","651_122","Epithelial"
"652_122","652_122","Epithelial"
"653_122","653_122","Epithelial"
"654_122","654_122","Epithelial"
"655_122","655_122","Epithelial"
"656_122","656_122","Epithelial"
"657_122","657_122","Epithelial"
"658_122","658_122","Epithelial"
"659_122","659_122","Epithelial"
"660_122","660_122","Epithelial"
"661_122","661_122","Epithelial"
"662_122","662_122","Epithelial"
"663_122","663_122","CAFs"
"664_122","664_122","Epithelial"
"665_122","665_122","Epithelial"
"666_122","666_122","Epithelial"
"667_122","667_122","Epithelial"
"668_122","668_122","Epithelial"
"669_122","669_122","Epithelial"
"670_122","670_122","Epithelial"
"671_122","671_122","Epithelial"
"672_122","672_122","Epithelial"
"673_122","673_122","Epithelial"
"674_122","674_122","Epithelial"
"675_122","675_122","Epithelial"
"676_122","676_122","Epithelial"
"677_122","677_122","Epithelial"
"678_122","678_122","Epithelial"
"679_122","679_122","Epithelial"
"680_122","680_122","Epithelial"
"681_122","681_122","Epithelial"
"682_122","682_122","Epithelial"
"683_122","683_122","Epithelial"
"684_122","684_122","Epithelial"
"685_122","685_122","Epithelial"
"686_122","686_122","Epithelial"
"687_122","687_122","Epithelial"
"688_122","688_122","Epithelial"
"689_122","689_122","Epithelial"
"690_122","690_122","CAFs"
"691_122","691_122","Epithelial"
"692_122","692_122","Epithelial"
"693_122","693_122","Epithelial"
"694_122","694_122","Epithelial"
"695_122","695_122","Epithelial"
"696_122","696_122","Epithelial"
"697_122","697_122","T cells"
"698_122","698_122","Epithelial"
"699_122","699_122","Epithelial"
"700_122","700_122","Epithelial"
"701_122","701_122","Epithelial"
"702_122","702_122","Epithelial"
"703_122","703_122","CAFs"
"704_122","704_122","Epithelial"
"705_122","705_122","Epithelial"
"706_122","706_122","Epithelial"
"707_122","707_122","Epithelial"
"708_122","708_122","Epithelial"
"709_122","709_122","Epithelial"
"710_122","710_122","Epithelial"
"711_122","711_122","Epithelial"
"712_122","712_122","Epithelial"
"713_122","713_122","Epithelial"
"714_122","714_122","Epithelial"
"715_122","715_122","Epithelial"
"716_122","716_122","T cells"
"717_122","717_122","Epithelial"
"718_122","718_122","Epithelial"
"719_122","719_122","T cells"
"720_122","720_122","Epithelial"
"721_122","721_122","Epithelial"
"722_122","722_122","Epithelial"
"723_122","723_122","Epithelial"
"724_122","724_122","Epithelial"
"725_122","725_122","T cells"
"726_122","726_122","Epithelial"
"727_122","727_122","Epithelial"
"728_122","728_122","Epithelial"
"729_122","729_122","Epithelial"
"730_122","730_122","Epithelial"
"731_122","731_122","Epithelial"
"732_122","732_122","Epithelial"
"733_122","733_122","Epithelial"
"734_122","734_122","Epithelial"
"735_122","735_122","Epithelial"
"736_122","736_122","Epithelial"
"737_122","737_122","Epithelial"
"738_122","738_122","Epithelial"
"739_122","739_122","Epithelial"
"740_122","740_122","Epithelial"
"741_122","741_122","Epithelial"
"742_122","742_122","Epithelial"
"743_122","743_122","Epithelial"
"744_122","744_122","T cells"
"745_122","745_122","Epithelial"
"746_122","746_122","Epithelial"
"747_122","747_122","Epithelial"
"748_122","748_122","Epithelial"
"749_122","749_122","Epithelial"
"750_122","750_122","Epithelial"
"751_122","751_122","Epithelial"
"752_122","752_122","Epithelial"
"753_122","753_122","Epithelial"
"754_122","754_122","Epithelial"
"755_122","755_122","Epithelial"
"756_122","756_122","Epithelial"
"757_122","757_122","Epithelial"
"758_122","758_122","Epithelial"
"759_122","759_122","Epithelial"
"760_122","760_122","Epithelial"
"761_122","761_122","Epithelial"
"762_122","762_122","Epithelial"
"763_122","763_122","Epithelial"
"764_122","764_122","Epithelial"
"765_122","765_122","Epithelial"
"766_122","766_122","Epithelial"
"767_122","767_122","Epithelial"
"768_122","768_122","Epithelial"
"769_122","769_122","Epithelial"
"770_122","770_122","Epithelial"
"771_122","771_122","Epithelial"
"772_122","772_122","Epithelial"
"773_122","773_122","Epithelial"
"774_122","774_122","Epithelial"
"775_122","775_122","Epithelial"
"777_122","777_122","Epithelial"
"778_122","778_122","Epithelial"
"779_122","779_122","Epithelial"
"780_122","780_122","Epithelial"
"781_122","781_122","Epithelial"
"782_122","782_122","Epithelial"
"783_122","783_122","Epithelial"
"784_122","784_122","Epithelial"
"785_122","785_122","CAFs"
"786_122","786_122","Epithelial"
"787_122","787_122","Epithelial"
"788_122","788_122","Epithelial"
"789_122","789_122","Epithelial"
"790_122","790_122","Epithelial"
"791_122","791_122","Epithelial"
"792_122","792_122","Epithelial"
"793_122","793_122","Epithelial"
"794_122","794_122","Epithelial"
"795_122","795_122","Epithelial"
"796_122","796_122","Epithelial"
"797_122","797_122","TAMs"
"798_122","798_122","CAFs"
"799_122","799_122","Myofib"
"800_122","800_122","Epithelial"
"801_122","801_122","Epithelial"
"802_122","802_122","Epithelial"
"803_122","803_122","T cells"
"804_122","804_122","Epithelial"
"805_122","805_122","Epithelial"
"806_122","806_122","Epithelial"
"807_122","807_122","Epithelial"
"808_122","808_122","Epithelial"
"809_122","809_122","Epithelial"
"810_122","810_122","Epithelial"
"811_122","811_122","Epithelial"
"812_122","812_122","Epithelial"
"813_122","813_122","Epithelial"
"814_122","814_122","Epithelial"
"815_122","815_122","Epithelial"
"816_122","816_122","T cells"
"817_122","817_122","T cells"
"818_122","818_122","Epithelial"
"819_122","819_122","Epithelial"
"820_122","820_122","Epithelial"
"821_122","821_122","T cells"
"822_122","822_122","Epithelial"
"823_122","823_122","Epithelial"
"824_122","824_122","Epithelial"
"825_122","825_122","Epithelial"
"826_122","826_122","Epithelial"
"827_122","827_122","Epithelial"
"828_122","828_122","Epithelial"
"829_122","829_122","Myofib"
"830_122","830_122","CAFs"
"831_122","831_122","Epithelial"
"832_122","832_122","T cells"
"833_122","833_122","Epithelial"
"834_122","834_122","Epithelial"
"835_122","835_122","Epithelial"
"836_122","836_122","Epithelial"
"837_122","837_122","T cells"
"838_122","838_122","Epithelial"
"839_122","839_122","Epithelial"
"840_122","840_122","T cells"
"841_122","841_122","T cells"
"842_122","842_122","Epithelial"
"843_122","843_122","CAFs"
"844_122","844_122","Epithelial"
"845_122","845_122","Epithelial"
"846_122","846_122","T cells"
"847_122","847_122","Epithelial"
"848_122","848_122","T cells"
"849_122","849_122","Epithelial"
"850_122","850_122","Epithelial"
"851_122","851_122","Epithelial"
"852_122","852_122","Epithelial"
"853_122","853_122","Epithelial"
"854_122","854_122","Epithelial"
"855_122","855_122","Epithelial"
"856_122","856_122","Epithelial"
"857_122","857_122","CAFs"
"858_122","858_122","CAFs"
"859_122","859_122","Epithelial"
"860_122","860_122","CAFs"
"861_122","861_122","CAFs"
"862_122","862_122","Epithelial"
"863_122","863_122","CAFs"
"864_122","864_122","Epithelial"
"865_122","865_122","Epithelial"
"866_122","866_122","Epithelial"
"867_122","867_122","Epithelial"
"868_122","868_122","Epithelial"
"870_122","870_122","Epithelial"
"871_122","871_122","Epithelial"
"873_122","873_122","Epithelial"
"874_122","874_122","CAFs"
"875_122","875_122","Epithelial"
"876_122","876_122","Epithelial"
"877_122","877_122","CAFs"
"878_122","878_122","Epithelial"
"879_122","879_122","TAMs"
"880_122","880_122","CAFs"
"881_122","881_122","Epithelial"
"882_122","882_122","Epithelial"
"883_122","883_122","Epithelial"
"884_122","884_122","Epithelial"
"885_122","885_122","Epithelial"
"886_122","886_122","Epithelial"
"887_122","887_122","Epithelial"
"888_122","888_122","Epithelial"
"889_122","889_122","Epithelial"
"890_122","890_122","Epithelial"
"891_122","891_122","CAFs"
"892_122","892_122","Epithelial"
"893_122","893_122","Epithelial"
"894_122","894_122","Epithelial"
"895_122","895_122","Epithelial"
"896_122","896_122","Epithelial"
"897_122","897_122","Epithelial"
"898_122","898_122","Epithelial"
"899_122","899_122","Epithelial"
"900_122","900_122","Epithelial"
"901_122","901_122","Epithelial"
"902_122","902_122","Myofib"
"903_122","903_122","Epithelial"
"904_122","904_122","Epithelial"
"905_122","905_122","Epithelial"
"906_122","906_122","Epithelial"
"907_122","907_122","Epithelial"
"908_122","908_122","Epithelial"
"909_122","909_122","Epithelial"
"910_122","910_122","Epithelial"
"911_122","911_122","Epithelial"
"912_122","912_122","Epithelial"
"913_122","913_122","Epithelial"
"914_122","914_122","Epithelial"
"915_122","915_122","Epithelial"
"916_122","916_122","Epithelial"
"917_122","917_122","Epithelial"
"918_122","918_122","Epithelial"
"919_122","919_122","Epithelial"
"920_122","920_122","Epithelial"
"921_122","921_122","Epithelial"
"922_122","922_122","Epithelial"
"923_122","923_122","Epithelial"
"924_122","924_122","Epithelial"
"925_122","925_122","Epithelial"
"926_122","926_122","Epithelial"
"927_122","927_122","Epithelial"
"928_122","928_122","Epithelial"
"929_122","929_122","Epithelial"
"930_122","930_122","CAFs"
"931_122","931_122","Epithelial"
"932_122","932_122","Epithelial"
"933_122","933_122","Epithelial"
"934_122","934_122","Epithelial"
"935_122","935_122","Epithelial"
"936_122","936_122","Epithelial"
"937_122","937_122","Epithelial"
"938_122","938_122","Epithelial"
"939_122","939_122","Epithelial"
"940_122","940_122","Epithelial"
"941_122","941_122","Epithelial"
"942_122","942_122","Epithelial"
"943_122","943_122","Epithelial"
"944_122","944_122","Epithelial"
"945_122","945_122","Epithelial"
"946_122","946_122","T cells"
"947_122","947_122","CAFs"
"948_122","948_122","Epithelial"
"949_122","949_122","Epithelial"
"950_122","950_122","Epithelial"
"951_122","951_122","Epithelial"
"952_122","952_122","Epithelial"
"953_122","953_122","Epithelial"
"954_122","954_122","Epithelial"
"955_122","955_122","plasma cells"
"956_122","956_122","Epithelial"
"957_122","957_122","Epithelial"
"958_122","958_122","Epithelial"
"959_122","959_122","Epithelial"
"960_122","960_122","CAFs"
"961_122","961_122","Epithelial"
"962_122","962_122","Epithelial"
"963_122","963_122","Myofib"
"965_122","965_122","Epithelial"
"966_122","966_122","CAFs"
"967_122","967_122","Endothelial"
"968_122","968_122","T cells"
"969_122","969_122","CAFs"
"970_122","970_122","Endothelial"
"971_122","971_122","CAFs"
"972_122","972_122","Myofib"
"974_122","974_122","Epithelial"
"975_122","975_122","Epithelial"
"976_122","976_122","CAFs"
"977_122","977_122","Epithelial"
"978_122","978_122","CAFs"
"980_122","980_122","Endothelial"
"981_122","981_122","CAFs"
"982_122","982_122","Epithelial"
"983_122","983_122","CAFs"
"984_122","984_122","CAFs"
"985_122","985_122","CAFs"
"986_122","986_122","CAFs"
"987_122","987_122","Epithelial"
"988_122","988_122","CAFs"
"989_122","989_122","CAFs"
"990_122","990_122","Epithelial"
"991_122","991_122","CAFs"
"992_122","992_122","CAFs"
"993_122","993_122","TAMs"
"994_122","994_122","TAMs"
"995_122","995_122","CAFs"
"996_122","996_122","Endothelial"
"997_122","997_122","Epithelial"
"998_122","998_122","CAFs"
"999_122","999_122","T cells"
"1000_122","1000_122","Endothelial"
"1001_122","1001_122","Myofib"
"1002_122","1002_122","Epithelial"
"1003_122","1003_122","Myofib"
"1004_122","1004_122","CAFs"
"1005_122","1005_122","TAMs"
"1006_122","1006_122","Endothelial"
"1007_122","1007_122","Epithelial"
"1008_122","1008_122","Myofib"
"1009_122","1009_122","T cells"
"1010_122","1010_122","Epithelial"
"1011_122","1011_122","Epithelial"
"1012_122","1012_122","CAFs"
"1013_122","1013_122","T cells"
"1014_122","1014_122","CAFs"
"1015_122","1015_122","Epithelial"
"1016_122","1016_122","TAMs"
"1017_122","1017_122","Myofib"
"1018_122","1018_122","Epithelial"
"1019_122","1019_122","T cells"
"1020_122","1020_122","Epithelial"
"1021_122","1021_122","Myofib"
"1022_122","1022_122","Epithelial"
"1023_122","1023_122","CAFs"
"1024_122","1024_122","Endothelial"
"1025_122","1025_122","CAFs"
"1026_122","1026_122","CAFs"
"1027_122","1027_122","Epithelial"
"1028_122","1028_122","Epithelial"
"1029_122","1029_122","plasma cells"
"1030_122","1030_122","CAFs"
"1031_122","1031_122","Myofib"
"1032_122","1032_122","Myofib"
"1033_122","1033_122","CAFs"
"1034_122","1034_122","plasma cells"
"1035_122","1035_122","CAFs"
"1036_122","1036_122","Myofib"
"1037_122","1037_122","TAMs"
"1038_122","1038_122","Epithelial"
"1039_122","1039_122","Endothelial"
"1040_122","1040_122","Epithelial"
"1041_122","1041_122","Epithelial"
"1042_122","1042_122","Epithelial"
"1043_122","1043_122","Endothelial"
"1044_122","1044_122","Epithelial"
"1045_122","1045_122","Epithelial"
"1046_122","1046_122","Epithelial"
"1047_122","1047_122","Epithelial"
"1048_122","1048_122","T cells"
"1049_122","1049_122","CAFs"
"1050_122","1050_122","T cells"
"1_123","1_123","Epithelial"
"2_123","2_123","Epithelial"
"3_123","3_123","Epithelial"
"4_123","4_123","Epithelial"
"5_123","5_123","Epithelial"
"6_123","6_123","CAFs"
"7_123","7_123","T cells"
"8_123","8_123","Endothelial"
"9_123","9_123","T cells"
"10_123","10_123","Epithelial"
"11_123","11_123","Epithelial"
"12_123","12_123","Epithelial"
"13_123","13_123","CAFs"
"14_123","14_123","Epithelial"
"15_123","15_123","Epithelial"
"16_123","16_123","CAFs"
"17_123","17_123","Epithelial"
"18_123","18_123","Myofib"
"19_123","19_123","Epithelial"
"20_123","20_123","Epithelial"
"21_123","21_123","CAFs"
"22_123","22_123","CAFs"
"23_123","23_123","Epithelial"
"24_123","24_123","Myofib"
"25_123","25_123","CAFs"
"26_123","26_123","T cells"
"27_123","27_123","Myofib"
"28_123","28_123","Epithelial"
"29_123","29_123","Epithelial"
"30_123","30_123","CAFs"
"31_123","31_123","Epithelial"
"32_123","32_123","CAFs"
"33_123","33_123","CAFs"
"34_123","34_123","Epithelial"
"35_123","35_123","Epithelial"
"36_123","36_123","CAFs"
"37_123","37_123","CAFs"
"38_123","38_123","plasma cells"
"39_123","39_123","CAFs"
"40_123","40_123","Epithelial"
"41_123","41_123","CAFs"
"42_123","42_123","Myofib"
"43_123","43_123","Epithelial"
"44_123","44_123","CAFs"
"45_123","45_123","Endothelial"
"46_123","46_123","CAFs"
"47_123","47_123","CAFs"
"48_123","48_123","CAFs"
"49_123","49_123","CAFs"
"50_123","50_123","CAFs"
"51_123","51_123","Epithelial"
"52_123","52_123","TAMs"
"53_123","53_123","TAMs"
"54_123","54_123","CAFs"
"55_123","55_123","CAFs"
"56_123","56_123","Salivary"
"57_123","57_123","Epithelial"
"58_123","58_123","Endothelial"
"59_123","59_123","CAFs"
"60_123","60_123","Myofib"
"61_123","61_123","CAFs"
"62_123","62_123","CAFs"
"63_123","63_123","CAFs"
"64_123","64_123","Epithelial"
"65_123","65_123","Epithelial"
"66_123","66_123","CAFs"
"67_123","67_123","Epithelial"
"68_123","68_123","Epithelial"
"69_123","69_123","CAFs"
"70_123","70_123","T cells"
"71_123","71_123","CAFs"
"72_123","72_123","TAMs"
"73_123","73_123","Epithelial"
"74_123","74_123","B cells"
"75_123","75_123","CAFs"
"76_123","76_123","T cells"
"77_123","77_123","CAFs"
"78_123","78_123","CAFs"
"79_123","79_123","Endothelial"
"80_123","80_123","Endothelial"
"81_123","81_123","CAFs"
"82_123","82_123","CAFs"
"83_123","83_123","CAFs"
"84_123","84_123","Endothelial"
"85_123","85_123","Endothelial"
"86_123","86_123","Epithelial"
"87_123","87_123","CAFs"
"88_123","88_123","Endothelial"
"89_123","89_123","plasma cells"
"90_123","90_123","T cells"
"91_123","91_123","CAFs"
"92_123","92_123","Myofib"
